Board;Tile;Is_Test_Set;GT_Crowns;Detected_Crowns;Error
board_30;tile_1_3;False;0;0;0
board_30;tile_1_4;False;0;0;0
board_30;tile_2_0;False;1;1;0
board_30;tile_2_1;False;0;0;0
board_30;tile_2_2;False;0;0;0
board_30;tile_2_3;False;0;0;0
board_30;tile_2_4;False;1;1;0
board_30;tile_3_0;False;0;0;0
board_30;tile_3_1;False;0;0;0
board_30;tile_3_2;False;1;1;0
board_30;tile_3_3;False;0;0;0
board_30;tile_3_4;False;1;1;0
board_30;tile_4_0;False;1;1;0
board_30;tile_4_1;False;0;0;0
board_30;tile_4_2;False;0;0;0
board_30;tile_4_3;False;0;0;0
board_30;tile_4_4;False;0;0;0
board_31;tile_0_0;False;0;0;0
board_31;tile_0_1;False;0;0;0
board_31;tile_0_2;False;0;0;0
board_31;tile_0_3;False;0;0;0
board_31;tile_0_4;False;0;0;0
board_31;tile_1_0;False;0;0;0
board_31;tile_1_1;False;1;1;0
board_31;tile_1_2;False;2;2;0
board_31;tile_1_3;False;0;0;0
board_31;tile_1_4;False;0;0;0
board_31;tile_2_0;False;0;0;0
board_31;tile_2_1;False;2;2;0
board_31;tile_2_2;False;0;0;0
board_31;tile_2_3;False;0;0;0
board_31;tile_2_4;False;1;1;0
board_31;tile_3_0;False;1;1;0
board_31;tile_3_1;False;0;0;0
board_31;tile_3_2;False;0;0;0
board_31;tile_3_3;False;1;1;0
board_31;tile_3_4;False;0;0;0
board_31;tile_4_0;False;0;0;0
board_31;tile_4_1;False;0;0;0
board_31;tile_4_2;False;1;1;0
board_31;tile_4_3;False;0;0;0
board_31;tile_4_4;False;0;0;0
board_32;tile_0_0;False;2;2;0
board_32;tile_0_1;False;3;3;0
board_32;tile_0_2;False;0;0;0
board_32;tile_0_3;False;1;1;0
board_32;tile_0_4;False;0;0;0
board_32;tile_1_0;False;0;0;0
board_32;tile_1_1;False;2;2;0
board_32;tile_1_2;False;0;0;0
board_32;tile_1_3;False;0;0;0
board_32;tile_1_4;False;0;0;0
board_32;tile_2_0;False;0;0;0
board_32;tile_2_1;False;0;0;0
board_32;tile_2_2;False;1;1;0
board_32;tile_2_3;False;0;0;0
board_32;tile_2_4;False;0;0;0
board_32;tile_3_0;False;2;2;0
board_32;tile_3_1;False;1;1;0
board_32;tile_3_2;False;0;0;0
board_32;tile_3_3;False;0;0;0
board_32;tile_3_4;False;0;0;0
board_32;tile_4_0;False;0;0;0
board_32;tile_4_1;False;0;0;0
board_32;tile_4_2;False;0;0;0
board_32;tile_4_3;False;0;0;0
board_32;tile_4_4;False;1;1;0
board_33;tile_0_0;False;2;2;0
board_33;tile_0_1;False;0;0;0
board_33;tile_0_2;False;1;1;0
board_33;tile_0_3;False;0;0;0
board_33;tile_0_4;False;1;1;0
board_33;tile_1_0;False;0;0;0
board_33;tile_1_1;False;1;1;0
board_33;tile_1_2;False;0;0;0
board_33;tile_1_3;False;0;0;0
board_33;tile_1_4;False;0;0;0
board_33;tile_2_0;False;1;1;0
board_33;tile_2_1;False;0;0;0
board_33;tile_2_2;False;0;0;0
board_33;tile_2_3;False;0;0;0
board_33;tile_2_4;False;0;0;0
board_33;tile_3_0;False;1;1;0
board_33;tile_3_1;False;0;0;0
board_33;tile_3_2;False;0;0;0
board_33;tile_3_3;False;0;0;0
board_33;tile_3_4;False;0;0;0
board_33;tile_4_0;False;1;1;0
board_33;tile_4_1;False;0;0;0
board_33;tile_4_2;False;0;0;0
board_33;tile_4_3;False;0;0;0
board_33;tile_4_4;False;0;0;0
board_34;tile_0_0;False;0;0;0
board_34;tile_0_1;False;0;0;0
board_34;tile_0_2;False;0;0;0
board_34;tile_0_3;False;0;0;0
board_34;tile_0_4;False;0;0;0
board_34;tile_1_0;False;2;2;0
board_34;tile_1_1;False;0;0;0
board_34;tile_1_2;False;0;0;0
board_34;tile_1_3;False;0;0;0
board_34;tile_1_4;False;1;1;0
board_34;tile_2_0;False;0;0;0
board_34;tile_2_1;False;2;2;0
board_34;tile_2_2;False;0;0;0
board_34;tile_2_3;False;0;0;0
board_34;tile_2_4;False;0;0;0
board_34;tile_3_0;False;2;2;0
board_34;tile_3_1;False;0;0;0
board_34;tile_3_2;False;0;0;0
board_34;tile_3_3;False;1;1;0
board_34;tile_3_4;False;1;1;0
board_34;tile_4_0;False;0;0;0
board_34;tile_4_1;False;0;0;0
board_34;tile_4_2;False;0;0;0
board_34;tile_4_3;False;1;1;0
board_34;tile_4_4;False;0;0;0
board_35;tile_0_0;True;1;1;0
board_35;tile_0_1;True;0;0;0
board_35;tile_0_2;True;0;0;0
board_35;tile_0_3;True;0;0;0
board_35;tile_0_4;True;0;0;0
board_35;tile_1_0;True;0;0;0
board_35;tile_1_1;True;1;1;0
board_35;tile_1_2;True;0;0;0
board_35;tile_1_3;True;1;1;0
board_35;tile_1_4;True;0;0;0
board_35;tile_2_0;True;0;0;0
board_35;tile_2_1;True;0;0;0
board_35;tile_2_2;True;0;0;0
board_35;tile_2_3;True;0;0;0
board_35;tile_2_4;True;0;0;0
board_35;tile_3_0;True;0;0;0
board_35;tile_3_1;True;0;0;0
board_35;tile_3_2;True;1;1;0
board_35;tile_3_3;True;0;0;0
board_35;tile_3_4;True;0;0;0
board_35;tile_4_0;True;3;3;0
board_35;tile_4_1;True;2;2;0
board_35;tile_4_2;True;0;0;0
board_35;tile_4_3;True;2;2;0
board_35;tile_4_4;True;0;0;0
board_36;tile_0_0;False;0;0;0
board_36;tile_0_1;False;1;1;0
board_36;tile_0_2;False;0;0;0
board_36;tile_0_3;False;0;0;0
board_36;tile_0_4;False;1;1;0
board_36;tile_1_0;False;1;1;0
board_36;tile_1_1;False;0;0;0
board_36;tile_1_2;False;0;0;0
board_36;tile_1_3;False;0;0;0
board_36;tile_1_4;False;0;0;0
board_36;tile_2_0;False;0;0;0
board_36;tile_2_1;False;1;1;0
board_36;tile_2_2;False;0;0;0
board_36;tile_2_3;False;1;1;0
board_36;tile_2_4;False;0;0;0
board_36;tile_3_0;False;0;0;0
board_36;tile_3_1;False;1;1;0
board_36;tile_3_2;False;1;1;0
board_36;tile_3_3;False;0;0;0
board_36;tile_3_4;False;0;0;0
board_36;tile_4_0;False;0;0;0
board_36;tile_4_1;False;0;0;0
board_36;tile_4_2;False;0;0;0
board_36;tile_4_3;False;2;2;0
board_36;tile_4_4;False;0;0;0
board_37;tile_0_0;False;2;2;0
board_37;tile_0_1;False;0;0;0
board_37;tile_0_2;False;1;1;0
board_37;tile_0_3;False;0;0;0
board_37;tile_0_4;False;1;1;0
board_37;tile_1_0;False;0;0;0
board_37;tile_1_1;False;1;1;0
board_37;tile_1_2;False;0;0;0
board_37;tile_1_3;False;0;0;0
board_37;tile_1_4;False;0;0;0
board_37;tile_2_0;False;1;1;0
board_37;tile_2_1;False;0;0;0
board_37;tile_2_2;False;0;0;0
board_37;tile_2_3;False;0;0;0
board_37;tile_2_4;False;0;0;0
board_37;tile_3_0;False;1;1;0
board_37;tile_3_1;False;0;0;0
board_37;tile_3_2;False;0;0;0
board_37;tile_3_3;False;0;0;0
board_37;tile_3_4;False;0;0;0
board_37;tile_4_0;False;1;1;0
board_37;tile_4_1;False;0;0;0
board_37;tile_4_2;False;0;0;0
board_37;tile_4_3;False;0;0;0
board_37;tile_4_4;False;0;0;0
board_38;tile_0_0;False;0;0;0
board_38;tile_0_1;False;0;0;0
board_38;tile_0_2;False;0;0;0
board_38;tile_0_3;False;0;0;0
board_38;tile_0_4;False;0;0;0
board_38;tile_1_0;False;2;2;0
board_38;tile_1_1;False;0;0;0
board_38;tile_1_2;False;0;0;0
board_38;tile_1_3;False;0;0;0
board_38;tile_1_4;False;1;1;0
board_38;tile_2_0;False;0;0;0
board_38;tile_2_1;False;2;2;0
board_38;tile_2_2;False;0;0;0
board_38;tile_2_3;False;0;0;0
board_38;tile_2_4;False;0;0;0
board_38;tile_3_0;False;2;2;0
board_38;tile_3_1;False;0;0;0
board_38;tile_3_2;False;0;0;0
board_38;tile_3_3;False;1;1;0
board_38;tile_3_4;False;1;1;0
board_38;tile_4_0;False;0;0;0
board_38;tile_4_1;False;0;0;0
board_38;tile_4_2;False;0;0;0
board_38;tile_4_3;False;1;1;0
board_38;tile_4_4;False;0;0;0
board_39;tile_0_0;True;1;1;0
board_39;tile_0_1;True;0;0;0
board_39;tile_0_2;True;0;0;0
board_39;tile_0_3;True;0;0;0
board_39;tile_0_4;True;0;0;0
board_39;tile_1_0;True;0;0;0
board_39;tile_1_1;True;1;1;0
board_39;tile_1_2;True;0;0;0
board_39;tile_1_3;True;1;1;0
board_39;tile_1_4;True;0;0;0
board_39;tile_2_0;True;0;0;0
board_39;tile_2_1;True;0;0;0
board_39;tile_2_2;True;0;0;0
board_39;tile_2_3;True;0;0;0
board_39;tile_2_4;True;0;0;0
board_39;tile_3_0;True;0;0;0
board_39;tile_3_1;True;0;0;0
board_39;tile_3_2;True;1;1;0
board_39;tile_3_3;True;0;0;0
board_39;tile_3_4;True;0;0;0
board_39;tile_4_0;True;3;3;0
board_39;tile_4_1;True;2;2;0
board_39;tile_4_2;True;0;0;0
board_39;tile_4_3;True;2;2;0
board_39;tile_4_4;True;0;0;0
board_40;tile_0_0;False;0;0;0
board_40;tile_0_1;False;1;1;0
board_40;tile_0_2;False;0;0;0
board_40;tile_0_3;False;0;0;0
board_40;tile_0_4;False;1;1;0
board_40;tile_1_0;False;1;1;0
board_40;tile_1_1;False;0;0;0
board_40;tile_1_2;False;0;0;0
board_40;tile_1_3;False;0;0;0
board_40;tile_1_4;False;0;0;0
board_40;tile_2_0;False;0;0;0
board_40;tile_2_1;False;1;1;0
board_40;tile_2_2;False;0;0;0
board_40;tile_2_3;False;1;1;0
board_40;tile_2_4;False;0;0;0
board_40;tile_3_0;False;0;0;0
board_40;tile_3_1;False;1;1;0
board_40;tile_3_2;False;1;1;0
board_40;tile_3_3;False;0;0;0
board_40;tile_3_4;False;0;0;0
board_40;tile_4_0;False;0;0;0
board_40;tile_4_1;False;0;0;0
board_40;tile_4_2;False;0;0;0
board_40;tile_4_3;False;2;2;0
board_40;tile_4_4;False;0;0;0
board_41;tile_0_0;False;0;0;0
board_41;tile_0_1;False;0;0;0
board_41;tile_0_2;False;1;1;0
board_41;tile_0_3;False;0;0;0
board_41;tile_0_4;False;1;1;0
board_41;tile_1_0;False;2;2;0
board_41;tile_1_1;False;0;0;0
board_41;tile_1_2;False;0;0;0
board_41;tile_1_3;False;0;0;0
board_41;tile_1_4;False;0;0;0
board_41;tile_2_0;False;0;0;0
board_41;tile_2_1;False;1;1;0
board_41;tile_2_2;False;0;0;0
board_41;tile_2_3;False;0;0;0
board_41;tile_2_4;False;0;0;0
board_41;tile_3_0;False;2;2;0
board_41;tile_3_1;False;0;0;0
board_41;tile_3_2;False;0;0;0
board_41;tile_3_3;False;1;1;0
board_41;tile_3_4;False;0;0;0
board_41;tile_4_0;False;3;3;0
board_41;tile_4_1;False;0;0;0
board_41;tile_4_2;False;0;0;0
board_41;tile_4_3;False;0;0;0
board_41;tile_4_4;False;0;0;0
board_42;tile_0_0;False;1;1;0
board_42;tile_0_1;False;0;0;0
board_42;tile_0_2;False;0;0;0
board_42;tile_0_3;False;0;0;0
board_42;tile_0_4;False;0;0;0
board_42;tile_1_0;False;0;0;0
board_42;tile_1_1;False;0;0;0
board_42;tile_1_2;False;1;1;0
board_42;tile_1_3;False;0;0;0
board_42;tile_1_4;False;0;0;0
board_42;tile_2_0;False;0;0;0
board_42;tile_2_1;False;1;1;0
board_42;tile_2_2;False;0;0;0
board_42;tile_2_3;False;0;0;0
board_42;tile_2_4;False;0;0;0
board_42;tile_3_0;False;0;0;0
board_42;tile_3_1;False;1;1;0
board_42;tile_3_2;False;0;0;0
board_42;tile_3_3;False;1;1;0
board_42;tile_3_4;False;2;2;0
board_42;tile_4_0;False;0;0;0
board_42;tile_4_1;False;0;0;0
board_42;tile_4_2;False;0;0;0
board_42;tile_4_3;False;1;1;0
board_42;tile_4_4;False;0;0;0
board_43;tile_0_0;False;1;1;0
board_43;tile_0_1;False;0;0;0
board_43;tile_0_2;False;0;0;0
board_43;tile_0_3;False;1;1;0
board_43;tile_0_4;False;1;1;0
board_43;tile_1_0;False;0;0;0
board_43;tile_1_1;False;0;0;0
board_43;tile_1_2;False;0;0;0
board_43;tile_1_3;False;1;1;0
board_43;tile_1_4;False;0;0;0
board_43;tile_2_0;False;0;0;0
board_43;tile_2_1;False;1;1;0
board_43;tile_2_2;False;0;0;0
board_43;tile_2_3;False;0;0;0
board_43;tile_2_4;False;1;1;0
board_43;tile_3_0;False;2;2;0
board_43;tile_3_1;False;0;0;0
board_43;tile_3_2;False;1;1;0
board_43;tile_3_3;False;0;0;0
board_43;tile_3_4;False;0;0;0
board_43;tile_4_0;False;0;0;0
board_43;tile_4_1;False;2;2;0
board_43;tile_4_2;False;0;0;0
board_43;tile_4_3;False;0;0;0
board_43;tile_4_4;False;0;0;0
board_44;tile_0_0;False;0;0;0
board_44;tile_0_1;False;0;0;0
board_44;tile_0_2;False;1;1;0
board_44;tile_0_3;False;0;0;0
board_44;tile_0_4;False;1;1;0
board_44;tile_1_0;False;2;2;0
board_44;tile_1_1;False;0;0;0
board_44;tile_1_2;False;0;0;0
board_44;tile_1_3;False;0;0;0
board_44;tile_1_4;False;0;0;0
board_44;tile_2_0;False;0;0;0
board_44;tile_2_1;False;1;1;0
board_44;tile_2_2;False;0;0;0
board_44;tile_2_3;False;0;0;0
board_44;tile_2_4;False;0;0;0
board_44;tile_3_0;False;2;2;0
board_44;tile_3_1;False;0;0;0
board_44;tile_3_2;False;0;0;0
board_44;tile_3_3;False;1;1;0
board_44;tile_3_4;False;0;0;0
board_44;tile_4_0;False;3;3;0
board_44;tile_4_1;False;0;0;0
board_44;tile_4_2;False;0;0;0
board_44;tile_4_3;False;0;0;0
board_44;tile_4_4;False;0;0;0
board_45;tile_0_0;False;0;0;0
board_45;tile_0_1;False;0;0;0
board_45;tile_0_2;False;1;1;0
board_45;tile_0_3;False;0;0;0
board_45;tile_0_4;False;0;0;0
board_45;tile_1_0;False;0;0;0
board_45;tile_1_1;False;0;0;0
board_45;tile_1_2;False;0;0;0
board_45;tile_1_3;False;2;2;0
board_45;tile_1_4;False;1;1;0
board_45;tile_2_0;False;0;0;0
board_45;tile_2_1;False;0;0;0
board_45;tile_2_2;False;2;2;0
board_45;tile_2_3;False;0;0;0
board_45;tile_2_4;False;0;0;0
board_45;tile_3_0;False;0;0;0
board_45;tile_3_1;False;0;0;0
board_45;tile_3_2;False;0;0;0
board_45;tile_3_3;False;1;1;0
board_45;tile_3_4;False;0;0;0
board_45;tile_4_0;False;0;0;0
board_45;tile_4_1;False;1;1;0
board_45;tile_4_2;False;0;0;0
board_45;tile_4_3;False;1;1;0
board_45;tile_4_4;False;0;0;0
board_46;tile_0_0;False;1;1;0
board_46;tile_0_1;False;0;0;0
board_46;tile_0_2;False;0;0;0
board_46;tile_0_3;False;0;0;0
board_46;tile_0_4;False;0;0;0
board_46;tile_1_0;False;0;0;0
board_46;tile_1_1;False;0;0;0
board_46;tile_1_2;False;1;1;0
board_46;tile_1_3;False;0;0;0
board_46;tile_1_4;False;0;0;0
board_46;tile_2_0;False;0;0;0
board_46;tile_2_1;False;1;1;0
board_46;tile_2_2;False;0;0;0
board_46;tile_2_3;False;0;0;0
board_46;tile_2_4;False;0;0;0
board_46;tile_3_0;False;0;0;0
board_46;tile_3_1;False;1;1;0
board_46;tile_3_2;False;0;0;0
board_46;tile_3_3;False;1;1;0
board_46;tile_3_4;False;2;2;0
board_46;tile_4_0;False;0;0;0
board_46;tile_4_1;False;0;0;0
board_46;tile_4_2;False;0;0;0
board_46;tile_4_3;False;1;1;0
board_46;tile_4_4;False;0;0;0
board_47;tile_0_0;False;1;1;0
board_47;tile_0_1;False;0;0;0
board_47;tile_0_2;False;0;0;0
board_47;tile_0_3;False;1;1;0
board_47;tile_0_4;False;1;1;0
board_47;tile_1_0;False;0;0;0
board_47;tile_1_1;False;0;0;0
board_47;tile_1_2;False;0;0;0
board_47;tile_1_3;False;1;1;0
board_47;tile_1_4;False;0;0;0
board_47;tile_2_0;False;0;0;0
board_47;tile_2_1;False;1;1;0
board_47;tile_2_2;False;0;0;0
board_47;tile_2_3;False;0;0;0
board_47;tile_2_4;False;1;1;0
board_47;tile_3_0;False;2;2;0
board_47;tile_3_1;False;0;0;0
board_47;tile_3_2;False;1;1;0
board_47;tile_3_3;False;0;0;0
board_47;tile_3_4;False;0;0;0
board_47;tile_4_0;False;0;0;0
board_47;tile_4_1;False;2;2;0
board_47;tile_4_2;False;0;0;0
board_47;tile_4_3;False;0;0;0
board_47;tile_4_4;False;0;0;0
board_48;tile_0_0;False;0;0;0
board_48;tile_0_1;False;2;2;0
board_48;tile_0_2;False;0;0;0
board_48;tile_0_3;False;0;0;0
board_48;tile_0_4;False;0;0;0
board_48;tile_1_0;False;1;1;0
board_48;tile_1_1;False;0;0;0
board_48;tile_1_2;False;0;0;0
board_48;tile_1_3;False;0;0;0
board_48;tile_1_4;False;1;1;0
board_48;tile_2_0;False;1;1;0
board_48;tile_2_1;False;0;0;0
board_48;tile_2_2;False;0;0;0
board_48;tile_2_3;False;0;0;0
board_48;tile_2_4;False;1;1;0
board_48;tile_3_0;False;0;0;0
board_48;tile_3_1;False;1;1;0
board_48;tile_3_2;False;2;2;0
board_48;tile_3_3;False;0;0;0
board_48;tile_3_4;False;0;0;0
board_48;tile_4_0;False;0;0;0
board_48;tile_4_1;False;0;0;0
board_48;tile_4_2;False;0;0;0
board_48;tile_4_3;False;1;1;0
board_48;tile_4_4;False;0;0;0
board_49;tile_0_0;True;0;0;0
board_49;tile_0_1;True;0;0;0
board_49;tile_0_2;True;1;1;0
board_49;tile_0_3;True;0;0;0
board_49;tile_0_4;True;0;0;0
board_49;tile_1_0;True;0;0;0
board_49;tile_1_1;True;0;0;0
board_49;tile_1_2;True;3;3;0
board_49;tile_1_3;True;0;0;0
board_49;tile_1_4;True;0;0;0
board_49;tile_2_0;True;1;1;0
board_49;tile_2_1;True;0;0;0
board_49;tile_2_2;True;0;0;0
board_49;tile_2_3;True;0;0;0
board_49;tile_2_4;True;0;0;0
board_49;tile_3_0;True;2;2;0
board_49;tile_3_1;True;0;0;0
board_49;tile_3_2;True;0;0;0
board_49;tile_3_3;True;1;1;0
board_49;tile_3_4;True;1;1;0
board_49;tile_4_0;True;0;0;0
board_49;tile_4_1;True;0;0;0
board_49;tile_4_2;True;1;1;0
board_49;tile_4_3;True;0;0;0
board_49;tile_4_4;True;0;0;0
board_50;tile_0_0;False;0;0;0
board_50;tile_0_1;False;0;0;0
board_50;tile_0_2;False;1;1;0
board_50;tile_0_3;False;0;0;0
board_50;tile_0_4;False;0;0;0
board_50;tile_1_0;False;0;0;0
board_50;tile_1_1;False;1;1;0
board_50;tile_1_2;False;0;0;0
board_50;tile_1_3;False;1;1;0
board_50;tile_1_4;False;0;0;0
board_50;tile_2_0;False;0;0;0
board_50;tile_2_1;False;0;0;0
board_50;tile_2_2;False;0;0;0
board_50;tile_2_3;False;0;0;0
board_50;tile_2_4;False;0;0;0
board_50;tile_3_0;False;0;0;0
board_50;tile_3_1;False;1;1;0
board_50;tile_3_2;False;0;0;0
board_50;tile_3_3;False;1;1;0
board_50;tile_3_4;False;0;0;0
board_50;tile_4_0;False;0;0;0
board_50;tile_4_1;False;0;0;0
board_50;tile_4_2;False;0;0;0
board_50;tile_4_3;False;0;0;0
board_50;tile_4_4;False;2;2;0
board_51;tile_0_0;False;1;1;0
board_51;tile_0_1;False;0;0;0
board_51;tile_0_2;False;1;1;0
board_51;tile_0_3;False;1;1;0
board_51;tile_0_4;False;0;0;0
board_51;tile_1_0;False;0;0;0
board_51;tile_1_1;False;1;1;0
board_51;tile_1_2;False;0;0;0
board_51;tile_1_3;False;2;2;0
board_51;tile_1_4;False;0;0;0
board_51;tile_2_0;False;0;0;0
board_51;tile_2_1;False;0;0;0
board_51;tile_2_2;False;0;0;0
board_51;tile_2_3;False;0;0;0
board_51;tile_2_4;False;1;1;0
board_51;tile_3_0;False;0;0;0
board_51;tile_3_1;False;2;2;0
board_51;tile_3_2;False;0;0;0
board_51;tile_3_3;False;0;0;0
board_51;tile_3_4;False;0;0;0
board_51;tile_4_0;False;1;1;0
board_51;tile_4_1;False;0;0;0
board_51;tile_4_2;False;2;2;0
board_51;tile_4_3;False;0;0;0
board_51;tile_4_4;False;0;0;0
board_52;tile_0_0;False;0;0;0
board_52;tile_0_1;False;2;2;0
board_52;tile_0_2;False;0;0;0
board_52;tile_0_3;False;0;0;0
board_52;tile_0_4;False;0;0;0
board_52;tile_1_0;False;1;1;0
board_52;tile_1_1;False;0;0;0
board_52;tile_1_2;False;0;0;0
board_52;tile_1_3;False;0;0;0
board_52;tile_1_4;False;1;1;0
board_52;tile_2_0;False;1;1;0
board_52;tile_2_1;False;0;0;0
board_52;tile_2_2;False;0;0;0
board_52;tile_2_3;False;0;0;0
board_52;tile_2_4;False;1;1;0
board_52;tile_3_0;False;0;0;0
board_52;tile_3_1;False;1;1;0
board_52;tile_3_2;False;2;2;0
board_52;tile_3_3;False;0;0;0
board_52;tile_3_4;False;0;0;0
board_52;tile_4_0;False;0;0;0
board_52;tile_4_1;False;0;0;0
board_52;tile_4_2;False;0;0;0
board_52;tile_4_3;False;1;1;0
board_52;tile_4_4;False;0;0;0
board_53;tile_0_0;True;0;0;0
board_53;tile_0_1;True;0;0;0
board_53;tile_0_2;True;1;1;0
board_53;tile_0_3;True;0;0;0
board_53;tile_0_4;True;0;0;0
board_53;tile_1_0;True;0;0;0
board_53;tile_1_1;True;0;0;0
board_53;tile_1_2;True;0;0;0
board_53;tile_1_3;True;0;0;0
board_53;tile_1_4;True;0;0;0
board_53;tile_2_0;True;1;1;0
board_53;tile_2_1;True;0;0;0
board_53;tile_2_2;True;0;0;0
board_53;tile_2_3;True;0;0;0
board_53;tile_2_4;True;0;0;0
board_53;tile_3_0;True;2;2;0
board_53;tile_3_1;True;0;0;0
board_53;tile_3_2;True;0;0;0
board_53;tile_3_3;True;1;1;0
board_53;tile_3_4;True;1;1;0
board_53;tile_4_0;True;0;0;0
board_53;tile_4_1;True;0;0;0
board_53;tile_4_2;True;1;1;0
board_53;tile_4_3;True;0;0;0
board_53;tile_4_4;True;0;0;0
board_54;tile_0_0;False;0;0;0
board_54;tile_0_1;False;0;0;0
board_54;tile_0_2;False;1;1;0
board_54;tile_0_3;False;0;0;0
board_54;tile_0_4;False;0;0;0
board_54;tile_1_0;False;0;0;0
board_54;tile_1_1;False;1;1;0
board_54;tile_1_2;False;0;0;0
board_54;tile_1_3;False;1;1;0
board_54;tile_1_4;False;0;0;0
board_54;tile_2_0;False;0;0;0
board_54;tile_2_1;False;0;0;0
board_54;tile_2_2;False;0;0;0
board_54;tile_2_3;False;0;0;0
board_54;tile_2_4;False;0;0;0
board_54;tile_3_0;False;0;0;0
board_54;tile_3_1;False;1;1;0
board_54;tile_3_2;False;0;0;0
board_54;tile_3_3;False;1;1;0
board_54;tile_3_4;False;0;0;0
board_54;tile_4_0;False;0;0;0
board_54;tile_4_1;False;0;0;0
board_54;tile_4_2;False;0;0;0
board_54;tile_4_3;False;0;0;0
board_54;tile_4_4;False;2;2;0
board_55;tile_0_0;False;1;1;0
board_55;tile_0_1;False;0;0;0
board_55;tile_0_2;False;1;1;0
board_55;tile_0_3;False;1;1;0
board_55;tile_0_4;False;0;0;0
board_55;tile_1_0;False;0;0;0
board_55;tile_1_1;False;1;1;0
board_55;tile_1_2;False;0;0;0
board_55;tile_1_3;False;2;2;0
board_55;tile_1_4;False;0;0;0
board_55;tile_2_0;False;0;0;0
board_55;tile_2_1;False;0;0;0
board_55;tile_2_2;False;0;0;0
board_55;tile_2_3;False;0;0;0
board_55;tile_2_4;False;1;1;0
board_55;tile_3_0;False;0;0;0
board_55;tile_3_1;False;2;2;0
board_55;tile_3_2;False;0;0;0
board_55;tile_3_3;False;0;0;0
board_55;tile_3_4;False;0;0;0
board_55;tile_4_0;False;1;1;0
board_55;tile_4_1;False;0;0;0
board_55;tile_4_2;False;2;2;0
board_55;tile_4_3;False;0;0;0
board_55;tile_4_4;False;0;0;0
board_56;tile_0_0;False;2;2;0
board_56;tile_0_1;False;0;0;0
board_56;tile_0_2;False;1;1;0
board_56;tile_0_3;False;0;0;0
board_56;tile_0_4;False;0;0;0
board_56;tile_1_0;False;0;0;0
board_56;tile_1_1;False;0;0;0
board_56;tile_1_2;False;1;1;0
board_56;tile_1_3;False;0;0;0
board_56;tile_1_4;False;0;0;0
board_56;tile_2_0;False;0;0;0
board_56;tile_2_1;False;0;0;0
board_56;tile_2_2;False;2;2;0
board_56;tile_2_3;False;0;0;0
board_56;tile_2_4;False;1;1;0
board_56;tile_3_0;False;2;2;0
board_56;tile_3_1;False;0;0;0
board_56;tile_3_2;False;0;0;0
board_56;tile_3_3;False;1;1;0
board_56;tile_3_4;False;0;0;0
board_56;tile_4_0;False;0;0;0
board_56;tile_4_1;False;0;0;0
board_56;tile_4_2;False;0;0;0
board_56;tile_4_3;False;0;0;0
board_56;tile_4_4;False;1;1;0
board_57;tile_0_0;False;0;0;0
board_57;tile_0_1;False;1;1;0
board_57;tile_0_2;False;0;0;0
board_57;tile_0_3;False;0;0;0
board_57;tile_0_4;False;0;0;0
board_57;tile_1_0;False;0;0;0
board_57;tile_1_1;False;0;0;0
board_57;tile_1_2;False;2;2;0
board_57;tile_1_3;False;0;0;0
board_57;tile_1_4;False;0;0;0
board_57;tile_2_0;False;0;0;0
board_57;tile_2_1;False;0;0;0
board_57;tile_2_2;False;0;0;0
board_57;tile_2_3;False;1;1;0
board_57;tile_2_4;False;0;0;0
board_57;tile_3_0;False;0;0;0
board_57;tile_3_1;False;1;1;0
board_57;tile_3_2;False;0;0;0
board_57;tile_3_3;False;0;0;0
board_57;tile_3_4;False;1;1;0
board_57;tile_4_0;False;0;0;0
board_57;tile_4_1;False;2;2;0
board_57;tile_4_2;False;2;2;0
board_57;tile_4_3;False;0;0;0
board_57;tile_4_4;False;0;0;0
board_58;tile_0_0;False;0;0;0
board_58;tile_0_1;False;0;0;0
board_58;tile_0_2;False;1;1;0
board_58;tile_0_3;False;0;0;0
board_58;tile_0_4;False;0;0;0
board_58;tile_1_0;False;1;1;0
board_58;tile_1_1;False;2;2;0
board_58;tile_1_2;False;0;0;0
board_58;tile_1_3;False;0;0;0
board_58;tile_1_4;False;1;1;0
board_58;tile_2_0;False;0;0;0
board_58;tile_2_1;False;1;1;0
board_58;tile_2_2;False;0;0;0
board_58;tile_2_3;False;0;0;0
board_58;tile_2_4;False;0;0;0
board_58;tile_3_0;False;0;0;0
board_58;tile_3_1;False;0;0;0
board_58;tile_3_2;False;0;0;0
board_58;tile_3_3;False;0;0;0
board_58;tile_3_4;False;1;1;0
board_58;tile_4_0;False;1;1;0
board_58;tile_4_1;False;1;1;0
board_58;tile_4_2;False;0;0;0
board_58;tile_4_3;False;0;0;0
board_58;tile_4_4;False;0;0;0
board_59;tile_0_0;False;3;3;0
board_59;tile_0_1;False;0;0;0
board_59;tile_0_2;False;0;0;0
board_59;tile_0_3;False;0;0;0
board_59;tile_0_4;False;0;0;0
board_59;tile_1_0;False;1;1;0
board_59;tile_1_1;False;0;0;0
board_59;tile_1_2;False;1;1;0
board_59;tile_1_3;False;0;0;0
board_59;tile_1_4;False;1;1;0
board_59;tile_2_0;False;0;0;0
board_59;tile_2_1;False;0;0;0
board_59;tile_2_2;False;0;0;0
board_59;tile_2_3;False;1;1;0
board_59;tile_2_4;False;0;0;0
board_59;tile_3_0;False;0;0;0
board_59;tile_3_1;False;0;0;0
